year,age,sex,source,historic,central,upper,lower
2041,65,male,Our Projections,,23.0164437550603,27.4679959325485,19.4290778581679
2041,70,male,Our Projections,,19.5847764972069,23.8811058206756,16.1756041792515
2041,75,male,Our Projections,,16.4256201857763,20.4854160057235,13.3004630811677
2041,80,male,Our Projections,,13.7723323805748,17.7330768565191,10.759237319707
2041,85,male,Our Projections,,11.7337332722497,15.5407322569775,8.88633846057972
2042,0,male,Our Projections,,79.8007955067242,85.4442671599938,74.2648517935988
2042,1,male,Our Projections,,79.0543982139578,84.5100736685033,74.2320594579541
2042,5,male,Our Projections,,75.0722638003535,80.5117322037731,70.4823025045441
2042,10,male,Our Projections,,70.0890162323558,75.5148552652023,65.5757237612559
2042,15,male,Our Projections,,65.1046219441367,70.5207017739464,60.615556867515
2042,20,male,Our Projections,,60.300056496649,65.6803892002329,55.8443535931571
2042,25,male,Our Projections,,55.8933751497353,61.2728513051597,51.4177590807634
2042,30,male,Our Projections,,51.4948745920086,56.8492207130915,47.0181057196876
2042,35,male,Our Projections,,47.1191984573724,52.4113049368546,42.6942774387622
2042,40,male,Our Projections,,42.8958425859249,48.0976925461186,38.5568511417042
2042,45,male,Our Projections,,38.712802793957,43.7831461539539,34.5199951720675
2042,50,male,Our Projections,,34.4802841687455,39.4557803394042,30.3908763167882
2042,55,male,Our Projections,,30.4898810634375,35.3430396257437,26.5381690740386
2042,60,male,Our Projections,,26.7641336264723,31.5254839188613,22.9074720983898
2042,65,male,Our Projections,,23.1435516238432,27.7584635017352,19.4535262181619
2042,70,male,Our Projections,,19.7068089964551,24.1628442675734,16.1989023169048
2042,75,male,Our Projections,,16.5391802322999,20.7537680558548,13.32179015395
2042,80,male,Our Projections,,13.8824802479932,17.9960820593106,10.78038171693
2042,85,male,Our Projections,,11.8392323695066,15.7969876951409,8.90560089199416
2043,0,male,Our Projections,,79.9667052577093,85.7714504093344,74.3146017660652
2043,1,male,Our Projections,,79.2095792051182,84.8332165419896,74.2717989116711
2043,5,male,Our Projections,,75.2259212530644,80.8340489920003,70.5176960399329
2043,10,male,Our Projections,,70.2419765069184,75.8364008008448,65.6097605779827
2043,15,male,Our Projections,,65.2569347882251,70.8422726452581,60.6489631787491
2043,20,male,Our Projections,,60.451541690029,66.0006421590371,55.8772407801705
2043,25,male,Our Projections,,56.045698836613,61.5934511266731,51.4514149744579
2043,30,male,Our Projections,,51.6471131286559,57.1692210778408,47.0520301264948
2043,35,male,Our Projections,,47.2701097505436,52.728222615406,42.7275913113296
2043,40,male,Our Projections,,43.0443065093557,48.4107484519128,38.5902001600178
2043,45,male,Our Projections,,38.8567614576198,44.0906692336352,34.5514802533618
2043,50,male,Our Projections,,34.6214912191187,39.7587058897195,30.4213924438782
2043,55,male,Our Projections,,30.6272071248799,35.6401619202821,26.5670252679394
2043,60,male,Our Projections,,26.8983099603931,31.8187686789671,22.9359497666066
2043,65,male,Our Projections,,23.2730353579428,28.0434276303076,19.4807959306609
2043,70,male,Our Projections,,19.8306622561184,24.43942058868,16.2244695475166
2043,75,male,Our Projections,,16.6545203389087,21.0180322855974,13.344803724531
2043,80,male,Our Projections,,13.9944401750282,18.2552001211971,10.8024366274207
2043,85,male,Our Projections,,11.9453927196896,16.0479063505577,8.9269602092494
2044,0,male,Our Projections,,80.130252182816,86.0725776650783,74.3788210630552
2044,1,male,Our Projections,,79.3631521652786,85.130253588333,74.3223723808884
2044,5,male,Our Projections,,75.3787445717015,81.1310889676656,70.560979117429
